sk_time,sk_facility,sk_capacity_type,sk_geografia,capacity_amount,sk_capacity
2,6650,10,1696,4,18323
2,6650,17,1696,1,18324
2,6651,10,1696,11,18325
2,6652,1,1696,1,18326
2,6652,10,1696,6,18327
2,6653,1,1696,1,18328
2,6653,6,1696,1,18329
2,6653,7,1696,2,18330
2,6653,8,1696,3,18331
2,6653,9,1696,3,18332
2,6653,10,1696,19,18333
2,6654,1,1696,1,18334
2,6654,10,1696,11,18335
2,6655,10,1696,4,18336
2,6656,1,1701,1,18337
2,6656,10,1701,5,18338
2,6657,1,1702,1,18339
2,6657,3,1702,1,18340
2,6657,4,1702,6,18341
2,6657,6,1702,2,18342
2,6657,7,1702,3,18343
2,6657,8,1702,3,18344
2,6657,9,1702,1,18345
2,6657,10,1702,6,18346
2,6657,11,1702,1,18347
2,6657,18,1702,2,18348
2,6658,10,1702,1,18349
2,6659,10,1703,3,18350
2,6660,1,1703,1,18351
2,6660,3,1703,4,18352
2,6660,4,1703,16,18353
2,6660,6,1703,3,18354
2,6660,7,1703,4,18355
2,6660,8,1703,4,18356
2,6660,9,1703,2,18357
2,6660,10,1703,19,18358
2,6660,11,1703,1,18359
2,6660,12,1703,1,18360
2,6660,17,1703,1,18361
2,6660,18,1703,4,18362
2,6661,10,1703,2,18363
2,6662,10,1703,1,18364
2,6663,10,1703,4,18365
2,6664,1,1704,1,18366
2,6664,6,1704,2,18367
2,6664,7,1704,1,18368
2,6664,8,1704,1,18369
2,6664,9,1704,2,18370
2,6664,10,1704,6,18371
2,6664,12,1704,1,18372
2,6664,18,1704,1,18373
2,6665,10,1705,4,18374
2,6665,18,1705,1,18375
2,6666,1,1706,1,18376
2,6666,3,1706,2,18377
2,6666,4,1706,7,18378
2,6666,6,1706,1,18379
2,6666,8,1706,1,18380
2,6666,9,1706,1,18381
2,6666,10,1706,7,18382
2,6666,11,1706,1,18383
2,6666,12,1706,1,18384
2,6666,18,1706,2,18385
2,6667,10,1706,1,18386
2,6667,20,1706,4,18387
2,6668,20,1706,10,18388
2,6669,10,1707,4,18389
2,6669,18,1707,1,18390
2,6670,1,1708,1,18391
2,6670,10,1708,5,18392
2,6670,18,1708,2,18393
2,6671,1,1709,1,18394
2,6671,10,1709,6,18395
2,6671,18,1709,1,18396
2,6672,10,1710,5,18397
2,6672,18,1710,2,18398
2,6673,1,1711,1,18399
2,6673,3,1711,1,18400
2,6673,4,1711,4,18401
2,6673,7,1711,1,18402
2,6673,8,1711,1,18403
2,6673,9,1711,1,18404
2,6673,10,1711,1,18405
2,6673,18,1711,2,18406
2,6674,10,1712,1,18407
2,6675,10,1712,3,18408
2,6676,1,1712,1,18409
2,6676,6,1712,3,18410
2,6676,7,1712,2,18411
2,6676,8,1712,2,18412
2,6676,9,1712,1,18413
2,6676,10,1712,8,18414
2,6676,18,1712,2,18415
2,6677,1,1713,1,18416
2,6677,10,1713,14,18417
2,6678,1,1713,1,18418
2,6678,10,1713,6,18419
2,6679,1,1713,3,18420
2,6679,3,1713,9,18421
2,6679,4,1713,53,18422
2,6679,6,1713,5,18423
2,6679,7,1713,6,18424
2,6679,8,1713,8,18425
2,6679,9,1713,2,18426
2,6679,10,1713,27,18427
2,6679,11,1713,1,18428
2,6679,17,1713,3,18429
2,6679,18,1713,2,18430
2,6679,25,1713,2,18431
2,6680,10,1713,1,18432
2,6681,10,1713,2,18433
2,6682,10,1713,6,18434
2,6683,10,1713,3,18435
2,6684,10,1713,3,18436
2,6685,1,1713,1,18437
2,6685,10,1713,6,18438
2,6686,10,1713,4,18439
2,6687,1,1714,1,18440
2,6687,3,1714,4,18441
2,6687,4,1714,8,18442
2,6687,6,1714,1,18443
2,6687,7,1714,2,18444
2,6687,8,1714,2,18445
2,6687,9,1714,1,18446
2,6687,10,1714,10,18447
2,6687,11,1714,1,18448
2,6687,12,1714,1,18449
2,6687,18,1714,4,18450
2,6688,1,1715,1,18451
2,6688,10,1715,2,18452
2,6689,1,1715,1,18453
2,6689,10,1715,2,18454
2,6689,18,1715,1,18455
2,6690,10,1716,7,18456
2,6691,1,1716,1,18457
2,6691,3,1716,3,18458
2,6691,4,1716,10,18459
2,6691,6,1716,1,18460
2,6691,7,1716,4,18461
2,6691,8,1716,4,18462
2,6691,9,1716,2,18463
2,6691,10,1716,11,18464
2,6691,11,1716,1,18465
2,6691,17,1716,2,18466
2,6691,18,1716,2,18467
2,6692,1,1717,1,18468
2,6692,10,1717,5,18469
2,6692,18,1717,1,18470
2,6693,1,1718,1,18471
2,6693,10,1718,3,18472
2,6693,18,1718,1,18473
2,6694,10,1719,4,18474
2,6695,10,1719,2,18475
2,6696,10,1719,1,18476
2,6697,10,1719,1,18477
2,6697,18,1719,2,18478
2,6697,25,1719,1,18479
2,6698,1,1719,2,18480
2,6698,3,1719,9,18481
2,6698,4,1719,21,18482
2,6698,6,1719,1,18483
2,6698,7,1719,3,18484
2,6698,8,1719,3,18485
2,6698,9,1719,4,18486
2,6698,10,1719,25,18487
2,6698,11,1719,1,18488
2,6698,17,1719,2,18489
2,6698,18,1719,5,18490
2,6699,1,1719,1,18491
2,6699,10,1719,25,18492
2,6700,18,1719,7,18493
2,6700,25,1719,14,18494
2,6701,10,1719,3,18495
2,6702,10,1719,3,18496
2,6703,10,1719,1,18497
2,6704,25,1719,1,18498
2,6705,12,1719,1,18499
2,6705,18,1719,1,18500
2,6705,25,1719,1,18501
2,6706,10,1719,2,18502
2,6707,10,1719,6,18503
2,6708,10,1719,5,18504
2,6709,1,1719,1,18505
2,6709,10,1719,9,18506
2,6710,1,1720,1,18507
2,6710,10,1720,2,18508
2,6710,18,1720,1,18509
2,6711,10,1721,1,18510
2,6712,1,1722,2,18511
2,6712,3,1722,2,18512
2,6712,4,1722,5,18513
2,6712,6,1722,1,18514
2,6712,7,1722,1,18515
2,6712,8,1722,2,18516
2,6712,9,1722,2,18517
2,6712,10,1722,7,18518
2,6712,11,1722,1,18519
2,6712,18,1722,1,18520
2,6712,25,1722,1,18521
2,6713,10,1721,3,18522
2,6714,10,1721,1,18523
2,6715,1,1721,4,18524
2,6715,2,1721,3,18525
2,6715,3,1721,4,18526
2,6715,4,1721,9,18527
2,6715,6,1721,4,18528
2,6715,7,1721,3,18529
2,6715,8,1721,3,18530
2,6715,9,1721,6,18531
2,6715,10,1721,18,18532
2,6715,17,1721,2,18533
2,6715,18,1721,3,18534
2,6715,25,1721,2,18535
2,6716,1,1723,2,18536
2,6716,10,1723,7,18537
2,6716,18,1723,2,18538
2,6717,1,1721,2,18539
2,6717,10,1721,1,18540
2,6718,10,1721,5,18541
2,6719,10,1721,1,18542
2,6720,10,1721,7,18543
2,6721,10,1721,5,18544
2,6722,10,1721,5,18545
2,6723,10,1721,1,18546
2,6724,10,1721,1,18547
2,6725,10,1721,1,18548
2,6726,1,1721,1,18549
2,6726,10,1721,4,18550
2,6727,1,1721,3,18551
2,6727,10,1721,22,18552
2,6728,10,1724,4,18553
2,6728,18,1724,1,18554
2,6729,1,1725,2,18555
2,6729,3,1725,8,18556
2,6729,4,1725,14,18557
2,6729,6,1725,3,18558
2,6729,7,1725,3,18559
2,6729,8,1725,2,18560
2,6729,9,1725,2,18561
2,6729,10,1725,7,18562
2,6729,11,1725,1,18563
2,6729,12,1725,1,18564
2,6729,18,1725,2,18565
2,6730,10,1726,8,18566
2,6730,18,1726,1,18567
2,6731,1,1727,1,18568
2,6731,10,1727,7,18569
2,6731,18,1727,1,18570
2,6732,10,1728,6,18571
2,6732,18,1728,1,18572
2,6733,10,1729,2,18573
2,6734,1,1729,8,18574
2,6734,2,1729,3,18575
2,6734,3,1729,9,18576
2,6734,4,1729,47,18577
2,6734,6,1729,2,18578
2,6734,7,1729,8,18579
2,6734,8,1729,12,18580
2,6734,9,1729,3,18581
2,6734,10,1729,26,18582
2,6734,11,1729,1,18583
2,6734,17,1729,2,18584
2,6734,18,1729,6,18585
2,6734,19,1729,6,18586
2,6734,23,1729,3,18587
2,6734,25,1729,1,18588
2,6734,28,1729,11,18589
2,6735,10,1729,2,18590
2,6736,1,1730,1,18591
2,6736,10,1730,6,18592
2,6736,18,1730,1,18593
2,6737,1,1731,1,18594
2,6737,6,1731,1,18595
2,6737,7,1731,1,18596
2,6737,8,1731,2,18597
2,6737,9,1731,2,18598
2,6737,10,1731,6,18599
2,6737,18,1731,1,18600
2,6738,10,1732,4,18601
2,6738,18,1732,1,18602
2,6739,1,1733,1,18603
2,6739,3,1733,2,18604
2,6739,4,1733,9,18605
2,6739,6,1733,2,18606
2,6739,7,1733,3,18607
2,6739,8,1733,3,18608
2,6739,9,1733,1,18609
2,6739,10,1733,11,18610
2,6739,11,1733,1,18611
2,6739,18,1733,3,18612
2,6740,10,1733,3,18613
2,6741,10,1734,6,18614
2,6741,18,1734,1,18615
2,6742,1,1735,1,18616
2,6742,10,1735,8,18617
2,6742,18,1735,1,18618
2,6743,10,1736,9,18619
2,6743,18,1736,1,18620
2,6744,10,1737,17,18621
2,6744,18,1737,1,18622
2,6745,1,1738,1,18623
2,6745,10,1738,6,18624
2,6745,12,1738,1,18625
2,6745,18,1738,1,18626
2,6746,20,1739,20,18627
2,6747,1,1739,1,18628
2,6747,4,1739,4,18629
2,6747,7,1739,1,18630
2,6747,8,1739,1,18631
2,6747,9,1739,1,18632
2,6747,10,1739,13,18633
2,6747,11,1739,1,18634
2,6747,18,1739,2,18635
2,6748,20,1739,16,18636
2,6749,1,1740,1,18637
2,6749,10,1740,6,18638
2,6749,18,1740,1,18639
2,6750,1,1741,1,18640
2,6750,10,1741,6,18641
2,6750,12,1741,1,18642
2,6750,18,1741,1,18643
2,6751,1,1742,1,18644
2,6751,6,1742,2,18645
2,6751,7,1742,2,18646
2,6751,8,1742,2,18647
2,6751,9,1742,1,18648
2,6751,10,1742,6,18649
2,6751,18,1742,1,18650
2,6752,1,1743,1,18651
2,6752,3,1743,2,18652
2,6752,4,1743,4,18653
2,6752,7,1743,2,18654
2,6752,8,1743,2,18655
2,6752,9,1743,1,18656
2,6752,10,1743,16,18657
2,6752,12,1743,2,18658
2,6752,18,1743,3,18659
2,6753,1,1744,1,18660
2,6753,3,1744,3,18661
2,6753,4,1744,11,18662
2,6753,6,1744,1,18663
2,6753,7,1744,1,18664
2,6753,8,1744,1,18665
2,6753,9,1744,1,18666
2,6753,10,1744,6,18667
2,6753,11,1744,1,18668
2,6753,18,1744,2,18669
2,6754,1,1745,1,18670
2,6754,3,1745,5,18671
2,6754,4,1745,9,18672
2,6754,6,1745,3,18673
2,6754,7,1745,2,18674
2,6754,8,1745,4,18675
2,6754,9,1745,3,18676
2,6754,10,1745,5,18677
2,6754,11,1745,1,18678
2,6754,18,1745,2,18679
2,6755,10,1745,1,18680
2,6756,4,1746,6,18681
2,6756,7,1746,4,18682
2,6756,8,1746,5,18683
2,6756,9,1746,1,18684
2,6756,10,1746,1,18685
2,6756,17,1746,1,18686
2,6756,18,1746,1,18687
2,6757,10,1746,4,18688
2,6758,10,1746,5,18689
2,6759,1,1746,1,18690
2,6759,10,1746,12,18691
2,6759,18,1746,1,18692
2,6760,1,1746,1,18693
2,6760,10,1746,2,18694
2,6761,10,1747,1,18695
2,6762,1,1747,3,18696
2,6762,2,1747,1,18697
2,6762,3,1747,2,18698
2,6762,4,1747,11,18699
2,6762,6,1747,1,18700
2,6762,7,1747,3,18701
2,6762,8,1747,3,18702
2,6762,9,1747,2,18703
2,6762,10,1747,15,18704
2,6762,12,1747,1,18705
2,6762,18,1747,3,18706
2,6763,1,1747,1,18707
2,6763,10,1747,7,18708
2,6764,1,1748,1,18709
2,6764,10,1748,6,18710
2,6764,18,1748,1,18711
2,6765,10,1749,4,18712
2,6766,10,1749,2,18713
2,6767,10,1749,2,18714
2,6768,10,1749,5,18715
2,6769,10,1749,2,18716
2,6770,1,1749,1,18717
2,6770,10,1749,32,18718
2,6771,10,1749,3,18719
2,6772,1,1749,2,18720
2,6772,10,1749,23,18721
2,6773,1,1749,1,18722
2,6773,10,1749,6,18723
2,6773,23,1749,46,18724
2,6774,10,1749,1,18725
2,6775,10,1749,20,18726
2,6776,1,1749,2,18727
2,6776,4,1749,25,18728
2,6776,7,1749,4,18729
2,6776,8,1749,4,18730
2,6776,9,1749,2,18731
2,6776,10,1749,8,18732
2,6776,14,1749,2,18733
2,6776,17,1749,2,18734
2,6776,44,1749,10,18735
2,6777,10,1749,42,18736
2,6777,18,1749,2,18737
2,6778,1,1749,2,18738
2,6778,10,1749,47,18739
2,6779,10,1749,6,18740
2,6780,1,1749,5,18741
2,6780,3,1749,21,18742
2,6780,4,1749,31,18743
2,6780,6,1749,6,18744
2,6780,7,1749,10,18745
2,6780,8,1749,10,18746
2,6780,9,1749,4,18747
2,6780,10,1749,42,18748
2,6780,11,1749,1,18749
2,6780,17,1749,2,18750
2,6780,18,1749,5,18751
2,6780,25,1749,2,18752
2,6781,1,1749,3,18753
2,6781,6,1749,2,18754
2,6781,7,1749,7,18755
2,6781,8,1749,6,18756
2,6781,9,1749,12,18757
2,6781,10,1749,39,18758
2,6782,10,1749,6,18759
2,6783,18,1749,6,18760
2,6783,25,1749,2,18761
2,6784,10,1749,1,18762
2,6785,10,1749,3,18763
2,6786,1,1749,1,18764
2,6787,1,1749,1,18765
2,6787,10,1749,1,18766
2,6788,1,1749,1,18767
2,6788,10,1749,1,18768
2,6789,1,1749,1,18769
2,6789,10,1749,8,18770
2,6790,12,1749,1,18771
2,6791,10,1749,3,18772
2,6792,10,1749,1,18773
2,6793,10,1749,11,18774
2,6794,1,1749,1,18775
2,6794,10,1749,25,18776
2,6795,10,1749,6,18777
2,6796,10,1749,1,18778
2,6797,10,1749,1,18779
2,6798,10,1749,5,18780
2,6798,12,1749,1,18781
2,6799,1,1749,1,18782
2,6799,10,1749,3,18783
2,6799,12,1749,1,18784
2,6800,1,1749,13,18785
2,6800,3,1749,26,18786
2,6800,4,1749,130,18787
2,6800,6,1749,5,18788
2,6800,7,1749,14,18789
2,6800,8,1749,12,18790
2,6800,9,1749,2,18791
2,6800,17,1749,5,18792
2,6800,19,1749,11,18793
2,6800,23,1749,37,18794
2,6800,26,1749,8,18795
2,6800,27,1749,8,18796
2,6800,28,1749,51,18797
2,6800,29,1749,8,18798
2,6800,47,1749,2,18799
2,6800,48,1749,10,18800
2,6801,10,1749,3,18801
2,6802,18,1749,5,18802
2,6803,10,1749,6,18803
2,6804,10,1749,11,18804
2,6805,10,1749,2,18805
2,6806,10,1749,1,18806
2,6807,10,1749,5,18807
2,6808,10,1749,5,18808
2,6809,10,1749,2,18809
2,6810,10,1749,2,18810
2,6811,1,1750,1,18811
2,6811,10,1750,8,18812
2,6812,1,1750,3,18813
2,6812,3,1750,4,18814
2,6812,4,1750,12,18815
2,6812,6,1750,2,18816
2,6812,7,1750,4,18817
2,6812,8,1750,4,18818
2,6812,9,1750,4,18819
2,6812,10,1750,12,18820
2,6812,11,1750,1,18821
2,6812,18,1750,3,18822
2,6812,25,1750,1,18823
2,6813,1,1751,1,18824
2,6813,2,1751,2,18825
2,6813,3,1751,2,18826
2,6813,4,1751,4,18827
2,6813,6,1751,3,18828
2,6813,7,1751,3,18829
2,6813,8,1751,3,18830
2,6813,9,1751,2,18831
2,6813,10,1751,4,18832
2,6813,11,1751,1,18833
2,6813,12,1751,1,18834
2,6813,18,1751,4,18835
2,6814,10,1750,2,18836
2,6814,20,1750,17,18837
2,6814,21,1750,2,18838
2,6815,1,1752,1,18839
2,6815,10,1752,8,18840
2,6815,12,1752,1,18841
2,6815,18,1752,1,18842
2,6816,10,1752,1,18843
2,6816,40,1752,35,18844
2,6816,55,1752,5,18845
2,6817,10,1752,1,18846
2,6818,10,1753,2,18847
2,6819,1,1753,1,18848
2,6819,3,1753,3,18849
2,6819,4,1753,7,18850
2,6819,6,1753,3,18851
2,6819,7,1753,2,18852
2,6819,8,1753,2,18853
2,6819,9,1753,2,18854
2,6819,10,1753,4,18855
2,6819,11,1753,1,18856
2,6819,12,1753,1,18857
2,6819,18,1753,1,18858
2,6820,10,1753,7,18859
2,6820,12,1753,1,18860
2,6821,1,1754,1,18861
2,6821,10,1754,3,18862
2,6821,18,1754,1,18863
2,6822,1,1755,1,18864
2,6822,10,1755,6,18865
2,6822,18,1755,1,18866
2,6823,1,1756,1,18867
2,6823,10,1756,6,18868
2,6823,18,1756,1,18869
2,6824,10,1757,5,18870
2,6825,1,1757,2,18871
2,6825,3,1757,4,18872
2,6825,4,1757,13,18873
2,6825,6,1757,3,18874
2,6825,7,1757,2,18875
2,6825,8,1757,3,18876
2,6825,9,1757,2,18877
2,6825,10,1757,6,18878
2,6825,11,1757,1,18879
2,6825,12,1757,1,18880
2,6825,18,1757,2,18881
2,6826,20,1757,20,18882
2,6827,1,1758,1,18883
2,6827,6,1758,2,18884
2,6827,7,1758,2,18885
2,6827,8,1758,2,18886
2,6827,9,1758,1,18887
2,6827,10,1758,6,18888
2,6827,18,1758,2,18889
2,6828,10,1759,7,18890
2,6829,10,1760,1,18891
2,6830,1,1760,1,18892
2,6830,10,1760,8,18893
2,6830,17,1760,1,18894
2,6831,1,1760,1,18895
2,6831,3,1760,5,18896
2,6831,4,1760,9,18897
2,6831,6,1760,3,18898
2,6831,7,1760,4,18899
2,6831,8,1760,5,18900
2,6831,9,1760,3,18901
2,6831,10,1760,6,18902
2,6831,11,1760,1,18903
2,6831,18,1760,2,18904
2,6832,10,1760,1,18905
2,6833,10,1761,6,18906
2,6833,18,1761,1,18907
2,6834,1,1762,1,18908
2,6834,10,1762,4,18909
2,6835,1,1763,3,18910
2,6835,3,1763,6,18911
2,6835,4,1763,15,18912
2,6835,5,1763,1,18913
2,6835,6,1763,2,18914
2,6835,7,1763,3,18915
2,6835,8,1763,4,18916
2,6835,9,1763,2,18917
2,6835,10,1763,7,18918
2,6835,11,1763,1,18919
2,6835,12,1763,1,18920
2,6835,17,1763,1,18921
2,6835,18,1763,2,18922
2,6836,10,1764,2,18923
2,6837,10,1764,3,18924
2,6838,10,1764,1,18925
2,6839,10,1764,1,18926
2,6840,1,1764,1,18927
2,6840,10,1764,11,18928
2,6841,10,1764,11,18929
2,6842,10,1764,1,18930
2,6843,10,1764,3,18931
2,6844,1,1764,2,18932
2,6844,4,1764,7,18933
2,6844,6,1764,2,18934
2,6844,7,1764,2,18935
2,6844,8,1764,2,18936
2,6844,9,1764,2,18937
2,6844,10,1764,8,18938
2,6844,17,1764,1,18939
2,6844,18,1764,1,18940
2,6844,19,1764,2,18941
2,6844,44,1764,10,18942
2,6845,10,1764,3,18943
2,6846,1,1765,1,18944
2,6846,10,1765,5,18945
2,6846,18,1765,1,18946
2,6847,1,1766,2,18947
2,6847,10,1766,4,18948
2,6847,18,1766,1,18949
2,6848,10,1766,2,18950
2,6848,18,1766,1,18951
2,6849,1,1767,1,18952
2,6849,10,1767,2,18953
2,6849,12,1767,1,18954
2,6849,18,1767,1,18955
2,6850,6,1768,2,18956
2,6850,7,1768,2,18957
2,6850,8,1768,2,18958
2,6850,9,1768,1,18959
2,6850,10,1768,5,18960
2,6850,18,1768,2,18961
2,6851,10,1769,1,18962
2,6852,1,1769,1,18963
2,6852,10,1769,2,18964
2,6852,18,1769,1,18965
2,6853,1,1770,1,18966
2,6853,10,1770,6,18967
2,6853,18,1770,1,18968
2,6854,1,1771,1,18969
2,6854,3,1771,2,18970
2,6854,4,1771,6,18971
2,6854,6,1771,2,18972
2,6854,7,1771,2,18973
2,6854,8,1771,2,18974
2,6854,9,1771,1,18975
2,6854,10,1771,6,18976
2,6854,18,1771,2,18977
2,6855,1,1772,1,18978
2,6855,6,1772,1,18979
2,6855,7,1772,2,18980
2,6855,8,1772,2,18981
2,6855,9,1772,1,18982
2,6855,10,1772,4,18983
2,6855,18,1772,2,18984
2,6856,10,1773,1,18985
2,6857,10,1773,3,18986
2,6858,10,1773,4,18987
2,6859,1,1773,1,18988
2,6859,10,1773,11,18989
2,6860,1,1773,1,18990
2,6860,10,1773,6,18991
2,6861,10,1773,1,18992
2,6862,1,1773,3,18993
2,6862,3,1773,16,18994
2,6862,4,1773,55,18995
2,6862,6,1773,4,18996
2,6862,7,1773,5,18997
2,6862,8,1773,5,18998
2,6862,10,1773,14,18999
2,6862,11,1773,1,19000
2,6862,17,1773,2,19001
2,6862,19,1773,7,19002
2,6862,25,1773,1,19003
2,6863,1,1773,1,19004
2,6863,10,1773,1,19005
2,6864,1,1773,2,19006
2,6864,10,1773,27,19007
2,6864,17,1773,1,19008
2,6865,1,1773,1,19009
2,6865,10,1773,1,19010
2,6866,10,1773,1,19011
2,6867,10,1773,1,19012
2,6868,10,1773,1,19013
2,6869,1,1773,1,19014
2,6869,10,1773,1,19015
2,6870,1,1773,3,19016
2,6870,10,1773,4,19017
2,6871,10,1773,5,19018
2,6872,10,1773,4,19019
2,6873,10,1773,3,19020
2,6874,10,1773,6,19021
2,6875,1,1774,1,19022
2,6875,10,1774,5,19023
2,6875,18,1774,1,19024
2,6876,1,1775,1,19025
2,6876,6,1775,1,19026
2,6876,7,1775,1,19027
2,6876,8,1775,1,19028
2,6876,9,1775,1,19029
2,6876,10,1775,3,19030
2,6876,18,1775,1,19031
2,6877,1,1776,2,19032
2,6877,10,1776,5,19033
2,6878,10,1777,3,19034
2,6879,10,1777,3,19035
2,6880,10,1777,6,19036
2,6881,1,1777,1,19037
2,6881,10,1777,7,19038
2,6882,1,1777,2,19039
2,6882,3,1777,3,19040
2,6882,4,1777,37,19041
2,6882,6,1777,3,19042
2,6882,7,1777,3,19043
2,6882,8,1777,6,19044
2,6882,9,1777,4,19045
2,6882,10,1777,19,19046
2,6882,11,1777,1,19047
2,6882,17,1777,1,19048
2,6882,18,1777,3,19049
2,6882,25,1777,1,19050
2,6883,1,1777,1,19051
2,6883,10,1777,12,19052
2,6884,10,1777,4,19053
2,6885,1,1777,1,19054
2,6886,10,1777,1,19055
2,6887,10,1777,1,19056
2,6888,1,1778,1,19057
2,6888,3,1778,2,19058
2,6888,4,1778,7,19059
2,6888,6,1778,1,19060
2,6888,7,1778,2,19061
2,6888,8,1778,2,19062
2,6888,9,1778,2,19063
2,6888,10,1778,8,19064
2,6888,11,1778,2,19065
2,6888,12,1778,1,19066
2,6888,18,1778,2,19067
2,6889,10,1779,2,19068
2,6890,1,1779,1,19069
2,6890,3,1779,2,19070
2,6890,4,1779,6,19071
2,6890,6,1779,3,19072
2,6890,7,1779,3,19073
2,6890,8,1779,1,19074
2,6890,9,1779,1,19075
2,6890,10,1779,7,19076
2,6890,11,1779,1,19077
2,6890,18,1779,3,19078
2,6891,1,1780,1,19079
2,6891,10,1780,7,19080
2,6891,18,1780,1,19081
2,6892,10,1776,1,19082
2,6893,10,1776,18,19083
2,6894,1,1776,1,19084
2,6895,10,1776,3,19085
2,6896,10,1776,5,19086
2,6897,10,1776,1,19087
2,6898,1,1776,1,19088
2,6898,10,1776,33,19089
2,6899,10,1776,4,19090
2,6900,10,1776,2,19091
2,6901,1,1776,1,19092
2,6901,10,1776,16,19093
2,6902,1,1776,1,19094
2,6902,10,1776,8,19095
2,6903,1,1776,1,19096
2,6903,10,1776,4,19097
2,6904,1,1776,1,19098
2,6905,10,1776,7,19099
2,6906,1,1776,1,19100
2,6906,10,1776,4,19101
2,6906,23,1776,26,19102
2,6907,1,1776,1,19103
2,6907,4,1776,15,19104
2,6907,10,1776,2,19105
2,6907,17,1776,1,19106
2,6907,19,1776,13,19107
2,6907,25,1776,1,19108
2,6907,28,1776,8,19109
2,6908,10,1776,1,19110
2,6909,1,1776,8,19111
2,6909,3,1776,46,19112
2,6909,4,1776,152,19113
2,6909,6,1776,8,19114
2,6909,7,1776,15,19115
2,6909,8,1776,15,19116
2,6909,9,1776,11,19117
2,6909,10,1776,55,19118
2,6909,11,1776,2,19119
2,6909,12,1776,1,19120
2,6909,17,1776,5,19121
2,6909,18,1776,1,19122
2,6909,19,1776,8,19123
2,6909,25,1776,3,19124
2,6909,26,1776,8,19125
2,6909,27,1776,11,19126
2,6909,28,1776,12,19127
2,6909,29,1776,7,19128
2,6909,37,1776,6,19129
2,6910,1,1776,2,19130
2,6910,10,1776,18,19131
2,6911,10,1776,4,19132
2,6912,12,1776,5,19133
2,6913,10,1776,1,19134
2,6914,10,1776,2,19135
2,6915,10,1776,1,19136
2,6916,10,1776,2,19137
2,6917,1,1781,1,19138
2,6917,2,1781,1,19139
2,6917,3,1781,2,19140
2,6917,4,1781,2,19141
2,6917,6,1781,1,19142
2,6917,7,1781,1,19143
2,6917,8,1781,1,19144
2,6917,9,1781,1,19145
2,6917,10,1781,3,19146
2,6917,11,1781,1,19147
2,6917,18,1781,1,19148
2,6918,10,1782,5,19149
2,6919,10,1782,2,19150
2,6920,10,1782,1,19151
2,6921,1,1782,2,19152
2,6921,2,1782,1,19153
2,6921,3,1782,13,19154
2,6921,4,1782,14,19155
2,6921,6,1782,2,19156
2,6921,7,1782,4,19157
2,6921,8,1782,4,19158
2,6921,9,1782,1,19159
2,6921,10,1782,9,19160
2,6921,11,1782,1,19161
2,6921,17,1782,1,19162
2,6921,18,1782,1,19163
2,6922,1,1782,1,19164
2,6922,10,1782,1,19165
2,6923,10,1782,3,19166
2,6924,1,1783,1,19167
2,6924,2,1783,2,19168
2,6924,3,1783,1,19169
2,6924,4,1783,1,19170
2,6924,7,1783,3,19171
2,6924,8,1783,1,19172
2,6924,9,1783,2,19173
2,6924,10,1783,2,19174
2,6924,11,1783,1,19175
2,6924,18,1783,1,19176
2,6925,1,1784,1,19177
2,6925,2,1784,1,19178
2,6925,3,1784,2,19179
2,6925,4,1784,6,19180
2,6925,9,1784,1,19181
2,6925,10,1784,6,19182
2,6925,11,1784,1,19183
2,6925,18,1784,2,19184
2,6926,1,1785,1,19185
2,6926,3,1785,2,19186
2,6926,4,1785,7,19187
2,6926,9,1785,1,19188
2,6926,10,1785,6,19189
2,6926,18,1785,1,19190
2,6927,1,1786,1,19191
2,6927,3,1786,1,19192
2,6927,4,1786,4,19193
2,6927,9,1786,1,19194
2,6927,10,1786,6,19195
2,6927,18,1786,1,19196
2,6928,1,1787,1,19197
2,6928,3,1787,23,19198
2,6928,4,1787,47,19199
2,6928,5,1787,11,19200
2,6928,6,1787,6,19201
2,6928,7,1787,7,19202
2,6928,8,1787,7,19203
2,6928,9,1787,4,19204
2,6928,10,1787,11,19205
2,6928,11,1787,1,19206
2,6928,17,1787,2,19207
2,6928,18,1787,1,19208
2,6928,19,1787,10,19209
2,6928,25,1787,2,19210
2,6929,1,1787,5,19211
2,6929,10,1787,21,19212
2,6929,18,1787,4,19213
2,6930,10,1787,13,19214
2,6931,10,1787,1,19215
2,6932,10,1787,1,19216
2,6933,10,1787,1,19217
2,6934,1,1787,1,19218
2,6934,10,1787,8,19219
2,6935,10,1787,1,19220
2,6936,10,1787,4,19221
2,6937,1,1787,1,19222
2,6937,10,1787,8,19223
2,6938,10,1787,1,19224
2,6939,10,1787,3,19225
2,6940,10,1787,1,19226
2,6941,10,1787,3,19227
2,6942,1,1787,1,19228
2,6942,10,1787,3,19229
2,6943,10,1787,11,19230
2,6944,1,1788,2,19231
2,6944,2,1788,3,19232
2,6944,3,1788,3,19233
2,6944,4,1788,4,19234
2,6944,6,1788,4,19235
2,6944,7,1788,3,19236
2,6944,8,1788,2,19237
2,6944,9,1788,2,19238
2,6944,10,1788,6,19239
2,6944,11,1788,1,19240
2,6944,18,1788,4,19241
2,6945,1,1789,1,19242
2,6945,2,1789,1,19243
2,6945,3,1789,1,19244
2,6945,4,1789,3,19245
2,6945,6,1789,1,19246
2,6945,7,1789,2,19247
2,6945,8,1789,2,19248
2,6945,9,1789,1,19249
2,6945,10,1789,1,19250
2,6945,11,1789,1,19251
2,6945,12,1789,1,19252
